t,average_x,mu_num,mu_theory,steps_max,steps_mean
100000,0.031300000000000001,0.0084065411163517147,0.076200191805478865,247,35.698900000000002
10000000000,0.16020000000000001,0.0013606158181720324,0.076200191805478865,7740,1094.5563
1000000000000000,4.9832999999999998,0.0013384126627832428,0.076200191805478865,284481,35123.349099999999
1e+20,149.83240000000001,0.0012725613827383226,0.076200191805478865,8019650,1112225.7775999999
1.0000000000000001e+25,4684.8257000000003,0.0012582485581466845,0.076200191805478865,229380983,34885593.660599999
