t,mu,average_x,steps_max,steps_mean
100000,0.083339062378931184,0.032599999999999997,241,35.457299999999996
31622776.601683792,0.17665820212025923,0.3886,1409,193.5523
10000000000,0.17756698374339569,2.1964999999999999,8472,1129.5341000000001
3162277660168.3794,0.19090155361239741,13.279400000000001,42041,6287.5465000000004
1000000000000000,0.19013755953494024,74.3767,270717,35252.986499999999
