1.000000000000000056e-01,0.000000000000000000e+00
1.591138830084189415e+01,1.000000000000000000e+00
1.591926615420691071e+01,0.000000000000000000e+00
1.592713816061002596e+01,-1.000000000000000000e+00
1.593500433161196383e+01,-2.000000000000000000e+00
1.594286467873634550e+01,-1.000000000000000000e+00
1.595071921346985278e+01,0.000000000000000000e+00
1.595856794726239158e+01,1.000000000000000000e+00
1.596641089152725534e+01,2.000000000000000000e+00
1.597424805764128841e+01,1.000000000000000000e+00
1.598207945694504417e+01,2.000000000000000000e+00
1.598990510074294491e+01,3.000000000000000000e+00
1.599772500030344702e+01,4.000000000000000000e+00
1.600553916685919020e+01,5.000000000000000000e+00
1.601334761160716269e+01,4.000000000000000000e+00
1.602115034570885399e+01,5.000000000000000000e+00
1.602894738029041122e+01,6.000000000000000000e+00
1.603673872644279186e+01,5.000000000000000000e+00
1.604452439522192364e+01,4.000000000000000000e+00
1.605230439764885020e+01,5.000000000000000000e+00
1.606007874470988739e+01,4.000000000000000000e+00
1.606784744735677606e+01,5.000000000000000000e+00
1.607561051650682415e+01,6.000000000000000000e+00
1.608336796304307370e+01,7.000000000000000000e+00
1.609111979781442869e+01,8.000000000000000000e+00
1.609886603163581498e+01,9.000000000000000000e+00
1.610660667528832946e+01,1.000000000000000000e+01
1.611434173951938220e+01,9.000000000000000000e+00
1.612207123504283857e+01,8.000000000000000000e+00
1.612979517253916839e+01,9.000000000000000000e+00
1.613751356265559167e+01,1.000000000000000000e+01
1.614522641600622066e+01,1.100000000000000000e+01
1.615293374317219488e+01,1.200000000000000000e+01
1.616063555470183744e+01,1.100000000000000000e+01
1.616833186111077936e+01,1.200000000000000000e+01
1.617602267288211237e+01,1.300000000000000000e+01
1.618370800046652391e+01,1.400000000000000000e+01
1.619138785428243210e+01,1.500000000000000000e+01
1.619906224471613143e+01,1.400000000000000000e+01
1.620673118212191710e+01,1.300000000000000000e+01
1.621439467682223778e+01,1.400000000000000000e+01
1.622205273910781642e+01,1.500000000000000000e+01
1.622970537923779588e+01,1.600000000000000000e+01
1.623735260743986331e+01,1.700000000000000000e+01
1.624499443391039222e+01,1.800000000000000000e+01
1.625263086881457397e+01,1.900000000000000000e+01
1.626026192228654210e+01,2.000000000000000000e+01
1.626788760442950732e+01,2.100000000000000000e+01
1.627550792531589607e+01,2.000000000000000000e+01
1.628312289498747134e+01,2.100000000000000000e+01
1.629073252345546052e+01,2.200000000000000000e+01
1.629833682070069045e+01,2.300000000000000000e+01
1.630593579667371174e+01,2.200000000000000000e+01
1.631352946129492310e+01,2.100000000000000000e+01
1.632111782445470283e+01,2.200000000000000000e+01
1.632870089601353314e+01,2.300000000000000000e+01
1.633627868580212450e+01,2.200000000000000000e+01
1.634385120362153643e+01,2.100000000000000000e+01
1.635141845924330894e+01,2.200000000000000000e+01
1.635898046240957626e+01,2.100000000000000000e+01
1.636653722283319823e+01,2.200000000000000000e+01
1.637408875019787757e+01,2.100000000000000000e+01
1.638163505415827714e+01,2.000000000000000000e+01
1.638917614434014780e+01,1.900000000000000000e+01
1.639671203034044211e+01,1.800000000000000000e+01
1.640424272172743869e+01,1.900000000000000000e+01
1.641176822804085944e+01,1.800000000000000000e+01
1.641928855879198323e+01,1.700000000000000000e+01
1.642680372346376672e+01,1.800000000000000000e+01
1.643431373151096153e+01,1.700000000000000000e+01
1.644181859236022802e+01,1.600000000000000000e+01
1.644931831541025247e+01,1.500000000000000000e+01
1.645681291003186075e+01,1.600000000000000000e+01
1.646430238556813563e+01,1.500000000000000000e+01
1.647178675133452330e+01,1.400000000000000000e+01
1.647926601661895774e+01,1.300000000000000000e+01
1.648674019068195662e+01,1.200000000000000000e+01
1.649420928275675280e+01,1.100000000000000000e+01
1.650167330204939020e+01,1.000000000000000000e+01
1.650913225773884108e+01,9.000000000000000000e+00
