t,sim_moment,analytic_leading,analytic_full,ratio_sim,ratio_analytic,steps_max,steps_mean
100000,0.0465,0.060527963842497527,0.0080555927438260531,5.7723871450227433,7.5137815139534228,309,35.410200000000003
31622776.601683792,0.36380000000000001,0.34037375398263592,0.045299926987569024,8.0309180211224653,7.5137815139534236,1390,198.749
10000000000,2.0304000000000002,1.9140622787460932,0.25474020973215622,7.9704731425590092,7.5137815139534228,7613,1117.7584999999999
3162277660168.3794,11.1591,10.763563183269374,1.4325094712004818,7.7898961398477677,7.5137815139534236,39053,6296.8213999999998
1000000000000000,58.425699999999999,60.527963842497513,8.0555927438260504,7.2528120348162455,7.5137815139534236,244779,35023.858999999997
