bc,w,F_used,t,N_traj,avg_x,C_sim,se_C_sim,alpha_fit,steps_max,steps_mean
periodic,5,0.00080000000000000004,707570884441.15271,1000,8.3840000000000003,0.1888649175595597,0,0,21601,3834.5889999999999
periodic,5,0.00080000000000000004,709855961625.68665,1000,8.5190000000000001,0.19172050223281856,0,0,21438,3942.509
periodic,5,0.00080000000000000004,712148418392.75024,1000,7.6020000000000003,0.1709179680193755,0,0,28147,4021.511
periodic,5,0.00080000000000000004,714448278574.46814,1000,8.4770000000000003,0.19040658104653624,0,0,19311,4052.3029999999999
periodic,5,0.00080000000000000004,716755566079.93066,1000,9.1289999999999996,0.20485326714774529,0,0,19830,4109.3410000000003
periodic,5,0.00080000000000000004,719070304895.4325,1000,6.8929999999999998,0.15452824852391955,0,0,20210,3979.2660000000001
periodic,5,0.00080000000000000004,721392519084.74048,1000,9.2240000000000002,0.2065850140171786,0,0,19885,4041.585
periodic,5,0.00080000000000000004,723722232789.33118,1000,8.2409999999999997,0.18439084298475117,0,0,24519,4025.6660000000002
periodic,5,0.00080000000000000004,726059470228.6488,1000,8.2070000000000007,0.18345256360792678,0,0,25859,4042.192
periodic,5,0.00080000000000000004,728404255700.34412,1000,9.0969999999999995,0.20315029734894618,0,0,20039,4006.2190000000001
periodic,5,0.00080000000000000004,730756613580.54553,1000,9.3070000000000004,0.20763898512750723,0,0,21047,4229.2200000000003
periodic,5,0.00080000000000000004,733116568324.10327,1000,10.6,0.23625715225540572,0,0,25743,4176.3370000000004
periodic,5,0.00080000000000000004,735484144464.83472,1000,9.8490000000000002,0.21930632283106297,0,0,26895,4222.3990000000003
periodic,5,0.00080000000000000004,737859366615.79749,1000,9.8040000000000003,0.21809325491753911,0,0,27100,4057.0309999999999
periodic,5,0.00080000000000000004,740242259469.53333,1000,8.8230000000000004,0.19608082556323594,0,0,19901,3921.8000000000002
periodic,5,0.00080000000000000004,742632847798.33057,1000,7.9649999999999999,0.17684164400404728,0,0,24646,4063.0650000000001
periodic,5,0.00080000000000000004,745031156454.46973,1000,9.5190000000000001,0.21113975162089288,0,0,20509,4103.0600000000004
periodic,5,0.00080000000000000004,747437210370.50049,1000,6.923,0.15340973760229337,0,0,23739,4023.2750000000001
periodic,5,0.00080000000000000004,749851034559.49084,1000,8.7889999999999997,0.19457093950870682,0,0,25066,3985.645
periodic,5,0.00080000000000000004,752272654115.27893,1000,9.0980000000000008,0.2012168564891044,0,0,30614,4063.4029999999998
periodic,5,0.00080000000000000004,754702094212.75146,1000,8.0860000000000003,0.17866195438767885,0,0,25248,4084.239
periodic,5,0.00080000000000000004,757139380108.09387,1000,7.9779999999999998,0.17610524520369239,0,0,19910,4143.6379999999999
periodic,5,0.00080000000000000004,759584537139.05872,1000,9.8119999999999994,0.21637930171852165,0,0,23201,3962.942
periodic,5,0.00080000000000000004,762037590725.21631,1000,8.9410000000000007,0.19698093123842822,0,0,21083,3871.5050000000001
periodic,5,0.00080000000000000004,764498566368.23828,1000,9.7319999999999993,0.21420031621694813,0,0,29993,4121.4799999999996
periodic,5,0.00080000000000000004,766967489652.1532,1000,10.034000000000001,0.22063378734673683,0,0,22467,4026.0909999999999
periodic,5,0.00080000000000000004,769444386243.60278,1000,8.6630000000000003,0.19030322743486863,0,0,26080,4129.0789999999997
periodic,5,0.00080000000000000004,771929281892.12781,1000,9.7490000000000006,0.21395272671609453,0,0,22927,4130.2939999999999
periodic,5,0.00080000000000000004,774422202430.42627,1000,8.8339999999999996,0.19368458893897303,0,0,29524,4107.5349999999999
periodic,5,0.00080000000000000004,776923173774.61292,1000,9.9190000000000005,0.21726285267395476,0,0,25074,4201.509
periodic,5,0.00080000000000000004,779432221924.50684,1000,9.0079999999999991,0.19711781695612299,0,0,20239,4145.1260000000002
periodic,5,0.00080000000000000004,781949372963.89282,1000,12.539,0.27411974657271859,0,0,21048,4322.5739999999996
periodic,5,0.00080000000000000004,784474653060.78296,1000,8.6880000000000006,0.18974797399647114,0,0,21508,3922.4899999999998
periodic,5,0.00080000000000000004,787008088467.70752,1000,9.8109999999999999,0.21406739637852701,0,0,24737,4138.902
periodic,5,0.00080000000000000004,789549705521.97534,1000,7,0.15258618233195576,0,0,26723,4028.0709999999999
periodic,5,0.00080000000000000004,792099530645.95398,1000,7.8220000000000001,0.17033931435518387,0,0,22007,4115.5749999999998
periodic,5,0.00080000000000000004,794657590347.3313,1000,7.3639999999999999,0.16021042739828742,0,0,20963,4229.1239999999998
periodic,5,0.00080000000000000004,797223911219.41101,1000,10.391,0.2258469656346444,0,0,23157,4182.9979999999996
periodic,5,0.00080000000000000004,799798519941.37842,1000,7.694,0.16706636103662797,0,0,25274,4114.7349999999997
periodic,5,0.00080000000000000004,802381443278.56921,1000,7.1879999999999997,0.15592825386851808,0,0,28309,4093.0610000000001
periodic,5,0.00080000000000000004,804972708082.76636,1000,7.6390000000000002,0.16555152022092795,0,0,27939,4159.8819999999996
periodic,5,0.00080000000000000004,807572341292.46655,1000,9.8179999999999996,0.2125688420915241,0,0,33119,4135.9769999999999
periodic,5,0.00080000000000000004,810180369933.16675,1000,6.4870000000000001,0.14031380212668043,0,0,23894,4229.6819999999998
periodic,5,0.00080000000000000004,812796821117.6322,1000,9.2569999999999997,0.20003531515651085,0,0,37952,4312.8069999999998
periodic,5,0.00080000000000000004,815421722046.19739,1000,6.875,0.14841883883675386,0,0,23767,4347.585
periodic,5,0.00080000000000000004,818055100007.03992,1000,10.603,0.22867832602643728,0,0,25772,4139.0940000000001
periodic,5,0.00080000000000000004,820696982376.45349,1000,8.6859999999999999,0.18715265134201642,0,0,29663,4150.951
periodic,5,0.00080000000000000004,823347396619.15247,1000,8.4339999999999993,0.18154724869273955,0,0,27206,4132.4799999999996
periodic,5,0.00080000000000000004,826006370288.54797,1000,8.2650000000000006,0.17773741063962567,0,0,21660,4271.3270000000002
periodic,5,0.00080000000000000004,828673931027.02356,1000,9.9939999999999998,0.21471147334332866,0,0,23470,4099.1149999999998
periodic,5,0.00080000000000000004,831350106566.24341,1000,8.8049999999999997,0.18898406365932496,0,0,30301,4062.9969999999998
periodic,5,0.00080000000000000004,834034924727.42993,1000,6.8979999999999997,0.14791047404196275,0,0,26371,4330.0439999999999
periodic,5,0.00080000000000000004,836728413421.64331,1000,9.9329999999999998,0.21278258977151915,0,0,27949,4317.2020000000002
periodic,5,0.00080000000000000004,839430600650.09155,1000,10.154,0.2173065064878589,0,0,24358,4268.4080000000004
periodic,5,0.00080000000000000004,842141514504.40845,1000,8.4550000000000001,0.1807711408209739,0,0,21299,4121.4170000000004
periodic,5,0.00080000000000000004,844861183166.95215,1000,9.2249999999999996,0.19704334782343719,0,0,22232,4247.6999999999998
periodic,5,0.00080000000000000004,847589634911.08447,1000,11.117000000000001,0.23722634875033161,0,0,23080,4493.2219999999998
periodic,5,0.00080000000000000004,850326898101.48572,1000,9.5009999999999994,0.20254641135322138,0,0,21340,3995.48
periodic,5,0.00080000000000000004,853073001194.4386,1000,6.6970000000000001,0.14263150006570971,0,0,22600,4185.1869999999999
periodic,5,0.00080000000000000004,855827972738.11438,1000,8.1419999999999995,0.17323919812134028,0,0,31632,4367.7929999999997
periodic,5,0.00080000000000000004,858591841372.89001,1000,10.491,0.22300359782936879,0,0,25278,4306.0810000000001
periodic,5,0.00080000000000000004,861364635831.6322,1000,9.2379999999999995,0.19617915368561284,0,0,25092,4282.9989999999998
periodic,5,0.00080000000000000004,864146384940.00305,1000,8.8859999999999992,0.18852160288171316,0,0,23248,4242.9189999999999
periodic,5,0.00080000000000000004,866937117616.74536,1000,10.101000000000001,0.21409134068894387,0,0,25858,4529.9129999999996
periodic,5,0.00080000000000000004,869736862874.00513,1000,6.9160000000000004,0.14644334196500108,0,0,29344,4115.2640000000001
periodic,5,0.00080000000000000004,872545649817.6217,1000,9.3789999999999996,0.1984043083119344,0,0,23994,4262.1930000000002
periodic,5,0.00080000000000000004,875363507647.42041,1000,8.702,0.18390500874349539,0,0,24022,4061.8429999999998
periodic,5,0.00080000000000000004,878190465657.53711,1000,9.5259999999999998,0.20112449739859611,0,0,21689,4321.0079999999998
periodic,5,0.00080000000000000004,881026553236.71204,1000,8.6189999999999998,0.18179887497187164,0,0,25310,4223.973
periodic,5,0.00080000000000000004,883871799868.58459,1000,10.157999999999999,0.2140535501297374,0,0,23535,4205.2799999999997
periodic,5,0.00080000000000000004,886726235132.02161,1000,8.6920000000000002,0.18298431317093708,0,0,25039,4357.7250000000004
periodic,5,0.00080000000000000004,889589888701.41382,1000,6.3639999999999999,0.13384564026997706,0,0,23076,4134.4359999999997
periodic,5,0.00080000000000000004,892462790346.97363,1000,8.7029999999999994,0.18286178638213596,0,0,24038,4328.9160000000002
periodic,5,0.00080000000000000004,895344969935.06604,1000,8.1020000000000003,0.17006938036590208,0,0,26415,4189.8819999999996
periodic,5,0.00080000000000000004,898236457428.50525,1000,9.8130000000000006,0.20578589565938471,0,0,25743,4268.4989999999998
periodic,5,0.00080000000000000004,901137282886.8728,1000,8.1780000000000008,0.17133292480260359,0,0,23147,4296.9350000000004
periodic,5,0.00080000000000000004,904047476466.81567,1000,8.0150000000000006,0.16775565351115243,0,0,23315,4293.1319999999996
periodic,5,0.00080000000000000004,906967068422.38184,1000,8.4220000000000006,0.17610382603752359,0,0,23681,4435.7820000000002
periodic,5,0.00080000000000000004,909896089105.32385,1000,8.2910000000000004,0.1731970081417131,0,0,21057,4175.3680000000004
periodic,5,0.00080000000000000004,912834568965.40295,1000,8.4489999999999998,0.17632695046822103,0,0,23375,4385.1180000000004
periodic,5,0.00080000000000000004,915782538550.72803,1000,10.555999999999999,0.22008613513934647,0,0,25786,4305.8469999999998
periodic,5,0.00080000000000000004,918740028508.05859,1000,9.1859999999999999,0.19133730803836893,0,0,20570,4354.9160000000002
periodic,5,0.00080000000000000004,921707069583.13062,1000,10.398,0.21637294066550536,0,0,24306,4055.9540000000002
periodic,5,0.00080000000000000004,924683692620.96082,1000,10.15,0.21100808332718526,0,0,29261,4443.3329999999996
periodic,5,0.00080000000000000004,927669928566.19055,1000,7.5940000000000003,0.15771883452720509,0,0,27555,4344.2259999999997
periodic,5,0.00080000000000000004,930665808463.39563,1000,10.656000000000001,0.22109916079594238,0,0,23907,4429.1819999999998
periodic,5,0.00080000000000000004,933671363457.39819,1000,9.7400000000000002,0.20189787836780235,0,0,20534,4284.9290000000001
periodic,5,0.00080000000000000004,936686624793.61267,1000,8.3529999999999998,0.17297972236348383,0,0,25599,4541.2169999999996
periodic,5,0.00080000000000000004,939711623818.3562,1000,7.7560000000000002,0.16046134593488273,0,0,20653,4197.8230000000003
periodic,5,0.00080000000000000004,942746391979.18103,1000,9.9260000000000002,0.20515722550401683,0,0,28432,4416.1890000000003
periodic,5,0.00080000000000000004,945790960825.18738,1000,9.0269999999999992,0.18639570661664753,0,0,24298,4208.0439999999999
periodic,5,0.00080000000000000004,948845362007.37329,1000,10.583,0.2183137925988147,0,0,24794,4306.5029999999997
periodic,5,0.00080000000000000004,951909627278.953,1000,11.178000000000001,0.23036494871968857,0,0,21294,4394.6589999999997
periodic,5,0.00080000000000000004,954983788495.67493,1000,8.1310000000000002,0.16740798585403019,0,0,24048,4161.3879999999999
periodic,5,0.00080000000000000004,958067877616.17639,1000,8.7379999999999995,0.17973148663986505,0,0,36335,4397.3890000000001
periodic,5,0.00080000000000000004,961161926702.30396,1000,9.6020000000000003,0.19731211135666829,0,0,22918,4550.7070000000003
periodic,5,0.00080000000000000004,964265967919.4353,1000,7.0609999999999999,0.14495665864786914,0,0,30928,4523.9650000000001
periodic,5,0.00080000000000000004,967380033536.83667,1000,8.4700000000000006,0.1737141855379073,0,0,22331,4157.0810000000001
periodic,5,0.00080000000000000004,970504155927.98718,1000,10.632,0.21784457947712516,0,0,28041,4529.1319999999996
periodic,5,0.00080000000000000004,973638367570.90295,1000,6.2850000000000001,0.12865213214159293,0,0,21844,4282.8919999999998
periodic,5,0.00080000000000000004,976782701048.49878,1000,7.7919999999999998,0.15934577983456896,0,0,24141,4289.7020000000002
periodic,5,0.00080000000000000004,979937189048.91077,1000,9.5860000000000003,0.19584341014604409,0,0,25361,4332.3739999999998
periodic,5,0.00080000000000000004,983101864365.84485,1000,9.3219999999999992,0.19026572164776409,0,0,30492,4568.5159999999996
periodic,5,0.00080000000000000004,986276759898.90039,1000,9.3640000000000008,0.19093817844544922,0,0,41690,4439.5630000000001
periodic,5,0.00080000000000000004,989461908653.9375,1000,8.4239999999999995,0.1716048840709648,0,0,22112,4392.3459999999995
periodic,5,0.00080000000000000004,992657343743.40747,1000,8.7520000000000007,0.17811418622252739,0,0,24711,4268.3090000000002
periodic,5,0.00080000000000000004,995863098386.68518,1000,8.3620000000000001,0.17001266738671744,0,0,24861,4411.1869999999999
periodic,5,0.00080000000000000004,999079205910.43823,1000,8.3490000000000002,0.16958424218502305,0,0,23492,4440.1840000000002
periodic,5,0.00080000000000000004,1002305699748.9581,1000,9.6029999999999998,0.19486681138179582,0,0,19754,4367.9570000000003
periodic,5,0.00080000000000000004,1005542613444.5148,1000,7.0800000000000001,0.14353047550376752,0,0,28214,4387.9139999999998
periodic,5,0.00080000000000000004,1008789980647.6899,1000,9.4350000000000005,0.19108767944904564,0,0,24588,4472.8419999999996
periodic,5,0.00080000000000000004,1012047835117.7551,1000,10.66,0.21568895315291617,0,0,22213,4425.7299999999996
periodic,5,0.00080000000000000004,1015316210722.9896,1000,11.254,0.22748749303764343,0,0,32091,4511.0349999999999
periodic,5,0.00080000000000000004,1018595141441.0619,1000,9.9849999999999994,0.20164088694945553,0,0,26667,4358.9480000000003
periodic,5,0.00080000000000000004,1021884661359.366,1000,8.8309999999999995,0.1781641542688901,0,0,25492,4583.7539999999999
periodic,5,0.00080000000000000004,1025184804675.38,1000,12.07,0.24327508442293258,0,0,27085,4510.5100000000002
periodic,5,0.00080000000000000004,1028495605697.0259,1000,8.7680000000000007,0.17655125902873692,0,0,28295,4388.3519999999999
periodic,5,0.00080000000000000004,1031817098843.0094,1000,9.6969999999999992,0.19506869987274619,0,0,25833,4802.6559999999999
periodic,5,0.00080000000000000004,1035149318643.2072,1000,9.4629999999999992,0.19017741936151877,0,0,28403,4559.0140000000001
periodic,5,0.00080000000000000004,1038492299738.9919,1000,11.843,0.23777804668210165,0,0,22252,4847.5569999999998
periodic,5,0.00080000000000000004,1041846076883.6226,1000,9.4000000000000004,0.1885462049457288,0,0,21440,4369.8040000000001
periodic,5,0.00080000000000000004,1045210684942.588,1000,8.1370000000000005,0.16305501988704363,0,0,25617,4193.1959999999999
periodic,5,0.00080000000000000004,1048586158893.9785,1000,11.077,0.22175423848266618,0,0,25258,4528.3360000000002
periodic,5,0.00080000000000000004,1051972533828.8322,1000,8.6929999999999996,0.17385987751778356,0,0,28469,4497.5900000000001
periodic,5,0.00080000000000000004,1055369844951.5251,1000,9.7070000000000007,0.1939521665723426,0,0,28929,4503.6850000000004
periodic,5,0.00080000000000000004,1058778127580.1251,1000,8.8819999999999997,0.17729655234035768,0,0,28316,4510.2790000000005
periodic,5,0.00080000000000000004,1062197417146.7455,1000,9.0980000000000008,0.18143261918723158,0,0,24447,4325.1220000000003
periodic,5,0.00080000000000000004,1065627749197.9391,1000,9.1699999999999999,0.18269164626472176,0,0,22888,4472.5450000000001
periodic,5,0.00080000000000000004,1069069159395.0511,1000,10.663,0.21223093081738351,0,0,33371,4553.2799999999997
periodic,5,0.00080000000000000004,1072521683514.5986,1000,9.75,0.19387142447579672,0,0,21547,4311.7070000000003
periodic,5,0.00080000000000000004,1075985357448.624,1000,9.1159999999999997,0.18108956191340422,0,0,25447,4506.4189999999999
periodic,5,0.00080000000000000004,1079460217205.0953,1000,8.3170000000000002,0.16505767336843177,0,0,23779,4274.6019999999999
periodic,5,0.00080000000000000004,1082946298908.2672,1000,9.9979999999999993,0.19822666116119847,0,0,31932,4450.3249999999998
periodic,5,0.00080000000000000004,1086443638799.0432,1000,9.4440000000000008,0.18706167893351749,0,0,31225,4645.0680000000002
periodic,5,0.00080000000000000004,1089952273235.3788,1000,9.1479999999999997,0.18102348497334333,0,0,24630,4560.0429999999997
periodic,5,0.00080000000000000004,1093472238692.642,1000,7.7119999999999997,0.15245992521465149,0,0,22937,4318.2380000000003
periodic,5,0.00080000000000000004,1097003571764.0011,1000,9.7850000000000001,0.19325441637589744,0,0,28041,4636.6379999999999
periodic,5,0.00080000000000000004,1100546309160.7876,1000,12.102,0.23878424139618412,0,0,25976,4643.8389999999999
periodic,5,0.00080000000000000004,1104100487712.9092,1000,9.9659999999999993,0.19644876924409965,0,0,35059,4740.7489999999998
periodic,5,0.00080000000000000004,1107666144369.1963,1000,9.1590000000000007,0.18036671868226661,0,0,30728,4778.5990000000002
periodic,5,0.00080000000000000004,1111243316197.8176,1000,8.6039999999999992,0.16927337882497576,0,0,25210,4657.2150000000001
periodic,5,0.00080000000000000004,1114832040386.6482,1000,7.4059999999999997,0.14556329745249105,0,0,27770,4496.2820000000002
periodic,5,0.00080000000000000004,1118432354243.665,1000,11.539999999999999,0.22659686769566517,0,0,23716,4663.0559999999996
periodic,5,0.00080000000000000004,1122044295197.3154,1000,12.009,0.23557806714849791,0,0,29088,4482.5150000000003
periodic,5,0.00080000000000000004,1125667900796.9348,1000,8.8629999999999995,0.17369554299899376,0,0,22571,4374.009
periodic,5,0.00080000000000000004,1129303208713.1233,1000,8.2319999999999993,0.16117333895729799,0,0,25315,4658.2479999999996
periodic,5,0.00080000000000000004,1132950256738.1226,1000,10.398,0.20338436807619076,0,0,25448,4724.0249999999996
periodic,5,0.00080000000000000004,1136609082786.2373,1000,8.0760000000000005,0.15781343888767133,0,0,31274,4615.0969999999998
periodic,5,0.00080000000000000004,1140279724894.2107,1000,9.1319999999999997,0.17827625077232132,0,0,31365,4858.0439999999999
periodic,5,0.00080000000000000004,1143962221221.6289,1000,9.6289999999999996,0.18779701803814547,0,0,33312,4628.4399999999996
periodic,5,0.00080000000000000004,1147656610051.2988,1000,8.4049999999999994,0.16376652699963645,0,0,25604,4506.924
periodic,5,0.00080000000000000004,1151362929789.6748,1000,8.6649999999999991,0.16866924630091484,0,0,25990,4663.7939999999999
periodic,5,0.00080000000000000004,1155081218967.2441,1000,8.1349999999999998,0.15819939215746753,0,0,27386,4520.741
periodic,5,0.00080000000000000004,1158811516238.9119,1000,10.696,0.20780144511973431,0,0,22790,4449.8779999999997
periodic,5,0.00080000000000000004,1162553860384.4329,1000,11.933,0.2316096902802528,0,0,24062,4587.2820000000002
periodic,5,0.00080000000000000004,1166308290308.7947,1000,7.569,0.14676601635423539,0,0,27891,4724.652
periodic,5,0.00080000000000000004,1170074845042.6323,1000,11.188000000000001,0.21673017160123575,0,0,24920,4442.0709999999999
periodic,5,0.00080000000000000004,1173853563742.6145,1000,10.766999999999999,0.20837304882778354,0,0,31160,4661.8419999999996
periodic,5,0.00080000000000000004,1177644485691.8843,1000,8.5510000000000002,0.16532695065768088,0,0,23667,4597.0900000000001
periodic,5,0.00080000000000000004,1181447650300.4292,1000,10.294,0.1988340822227096,0,0,26024,4724.5010000000002
periodic,5,0.00080000000000000004,1185263097105.5244,1000,12.202,0.23546025051416714,0,0,24756,4586.799
periodic,5,0.00080000000000000004,1189090865772.1248,1000,11.56,0.22285599998535915,0,0,23828,4725.8199999999997
periodic,5,0.00080000000000000004,1192930996093.2815,1000,8.4420000000000002,0.16258922497076364,0,0,26761,4519.6440000000002
periodic,5,0.00080000000000000004,1196783527990.5615,1000,9.7829999999999995,0.18823413497090274,0,0,36038,4612.6459999999997
periodic,5,0.00080000000000000004,1200648501514.4421,1000,7.7549999999999999,0.14906924338543875,0,0,25276,4644.2380000000003
periodic,5,0.00080000000000000004,1204525956844.7622,1000,9.1120000000000001,0.17498461731893916,0,0,26352,4700.723
periodic,5,0.00080000000000000004,1208415934291.1001,1000,11.491,0.22045700428330955,0,0,26427,4705.0749999999998
periodic,5,0.00080000000000000004,1212318474293.2278,1000,8.7829999999999995,0.16834060192469003,0,0,22811,4645.4179999999997
periodic,5,0.00080000000000000004,1216233617421.511,1000,8.048,0.15410398759359836,0,0,26682,4786.8069999999998
periodic,5,0.00080000000000000004,1220161404377.3411,1000,11.294,0.21604967051829627,0,0,25437,4967.1859999999997
periodic,5,0.00080000000000000004,1224101875993.5386,1000,10.134,0.19367191234964298,0,0,25735,4684.1139999999996
periodic,5,0.00080000000000000004,1228055073234.8069,1000,12.241,0.23371283030916709,0,0,29116,4626.2110000000002
periodic,5,0.00080000000000000004,1232021037198.1438,1000,8.6829999999999998,0.16562098908379741,0,0,27460,4806.5720000000001
periodic,5,0.00080000000000000004,1235999809113.2537,1000,10.5,0.20008511809493715,0,0,29941,4735.6660000000002
periodic,5,0.00080000000000000004,1239991430343.0054,1000,11.1,0.21131405483814908,0,0,27113,4690.7719999999999
periodic,5,0.00080000000000000004,1243995942383.8433,1000,9.1029999999999998,0.17312901715480478,0,0,29094,4790.8829999999998
periodic,5,0.00080000000000000004,1248013386866.228,1000,9.1690000000000005,0.17421566762297142,0,0,22088,4569.0150000000003
periodic,5,0.00080000000000000004,1252043805555.0491,1000,9.3469999999999995,0.17742605467608358,0,0,25870,4818.2629999999999
periodic,5,0.00080000000000000004,1256087240350.0955,1000,8.0730000000000004,0.15309465247819934,0,0,38741,4887.9110000000001
periodic,5,0.00080000000000000004,1260143733286.4485,1000,8.7840000000000007,0.16641685559816552,0,0,23240,4569.9459999999999
periodic,5,0.00080000000000000004,1264213326534.9568,1000,10.581,0.20026802509954772,0,0,31434,4756.7709999999997
periodic,5,0.00080000000000000004,1268296062402.6526,1000,8.5950000000000006,0.16252145350045014,0,0,23055,4799.3000000000002
periodic,5,0.00080000000000000004,1272391983333.1978,1000,6.6769999999999996,0.12613224013206478,0,0,30009,4930.9920000000002
periodic,5,0.00080000000000000004,1276501131907.3298,1000,11.090999999999999,0.20931259114316411,0,0,23903,4886.9040000000005
periodic,5,0.00080000000000000004,1280623550843.2834,1000,11.130000000000001,0.20984553311440182,0,0,29793,4815.9380000000001
periodic,5,0.00080000000000000004,1284759282997.2712,1000,10.507999999999999,0.19792677336613529,0,0,24179,4863.1210000000001
periodic,5,0.00080000000000000004,1288908371363.8882,1000,6.6779999999999999,0.12566398025988548,0,0,26701,4896.1049999999996
periodic,5,0.00080000000000000004,1293070859076.594,1000,11.026,0.20728233906568264,0,0,24569,4936.5029999999997
periodic,5,0.00080000000000000004,1297246789408.1418,1000,9.3100000000000005,0.17485333078040136,0,0,27547,4493.1970000000001
periodic,5,0.00080000000000000004,1301436205771.0378,1000,8.9410000000000007,0.16776070381548577,0,0,23414,4809.7120000000004
periodic,5,0.00080000000000000004,1305639151717.9714,1000,11.186,0.20968090170819864,0,0,28408,4967.5910000000003
periodic,5,0.00080000000000000004,1309855670942.3,1000,8.8759999999999994,0.16621923152659701,0,0,32883,4866.0500000000002
periodic,5,0.00080000000000000004,1314085807278.4873,1000,10.91,0.20411204932720547,0,0,24935,4803.5150000000003
periodic,5,0.00080000000000000004,1318329604702.543,1000,12.471,0.23309077602396136,0,0,28927,4897.7640000000001
periodic,5,0.00080000000000000004,1322587107332.512,1000,9.4510000000000005,0.1764743080357985,0,0,35790,4608.567
periodic,5,0.00080000000000000004,1326858359428.9116,1000,11.211,0.20913561271433409,0,0,27904,4777.6679999999997
periodic,5,0.00080000000000000004,1331143405395.2021,1000,7.4699999999999998,0.13921439946508748,0,0,26804,4723.2470000000003
periodic,5,0.00080000000000000004,1335442289778.2275,1000,10.443,0.19443245081210339,0,0,35333,4868.1130000000003
periodic,5,0.00080000000000000004,1339755057268.7107,1000,11.362,0.21133828235612351,0,0,28429,5013.598
periodic,5,0.00080000000000000004,1344081752701.7017,1000,10.372999999999999,0.19275590098898976,0,0,27859,4956.6210000000001
periodic,5,0.00080000000000000004,1348422421057.0269,1000,10.41,0.1932564288036453,0,0,23923,4614.2250000000004
periodic,5,0.00080000000000000004,1352777107459.7908,1000,11.08,0.20549577480870615,0,0,25489,4750.9750000000004
periodic,5,0.00080000000000000004,1357145857180.8225,1000,11.114000000000001,0.20592707217186684,0,0,26559,4892.5870000000004
periodic,5,0.00080000000000000004,1361528715637.1565,1000,9.7050000000000001,0.1796463956348249,0,0,26666,4926.8149999999996
periodic,5,0.00080000000000000004,1365925728392.4846,1000,11.194000000000001,0.20700850404172416,0,0,28430,5014.5739999999996
periodic,5,0.00080000000000000004,1370336941157.6663,1000,9.5060000000000002,0.17562268408148704,0,0,24745,4955.4949999999999
periodic,5,0.00080000000000000004,1374762399791.1609,1000,9.1999999999999993,0.1698050271846735,0,0,26093,4835.3599999999997
periodic,5,0.00080000000000000004,1379202150299.543,1000,10.914,0.20124568708970364,0,0,22669,4936.6409999999996
periodic,5,0.00080000000000000004,1383656238837.9583,1000,7.7830000000000004,0.14337372827335385,0,0,28606,4952.2449999999999
periodic,5,0.00080000000000000004,1388124711710.6145,1000,11.206,0.20623058912409373,0,0,27052,4951.7640000000001
periodic,5,0.00080000000000000004,1392607615371.2407,1000,8.2070000000000007,0.15089220802455444,0,0,31316,4743.2709999999997
periodic,5,0.00080000000000000004,1397104996423.6033,1000,9.3520000000000003,0.17177770430394756,0,0,25321,4927.7709999999997
periodic,5,0.00080000000000000004,1401616901621.9744,1000,11.039999999999999,0.20258686581805471,0,0,32398,5019.9799999999996
periodic,5,0.00080000000000000004,1406143377871.6001,1000,10.916,0.20011777022565944,0,0,31539,4883.7120000000004
periodic,5,0.00080000000000000004,1410684472229.2229,1000,9.6069999999999993,0.17595022838158683,0,0,28815,5066.0259999999998
periodic,5,0.00080000000000000004,1415240231903.5476,1000,9.5449999999999999,0.17464569825939874,0,0,27379,4884.8940000000002
periodic,5,0.00080000000000000004,1419810704255.7441,1000,6.4409999999999998,0.11773759905926144,0,0,29268,4974.8289999999997
periodic,5,0.00080000000000000004,1424395936799.9158,1000,10.262,0.18740181918707971,0,0,28559,4957.3180000000002
periodic,5,0.00080000000000000004,1428995977203.6287,1000,10.225,0.18654560639119214,0,0,26902,5165.9620000000004
periodic,5,0.00080000000000000004,1433610873288.3904,1000,10.140000000000001,0.18481600535463341,0,0,25805,4810.29
periodic,5,0.00080000000000000004,1438240673030.1284,1000,11.597,0.21116755780088731,0,0,26557,5024.5500000000002
periodic,5,0.00080000000000000004,1442885424559.7249,1000,10.933,0.19888443878388307,0,0,34400,4999.5100000000002
periodic,5,0.00080000000000000004,1447545176163.4924,1000,10.446,0.1898416035203227,0,0,26334,5001.8289999999997
periodic,5,0.00080000000000000004,1452219976283.6895,1000,10.759,0.19534090504531401,0,0,32452,5153.0029999999997
periodic,5,0.00080000000000000004,1456909873518.999,1000,8.9770000000000003,0.16282925251106242,0,0,26096,4859.5360000000001
periodic,5,0.00080000000000000004,1461614916625.0759,1000,9.2910000000000004,0.16836180768151107,0,0,32509,4891.0200000000004
periodic,5,0.00080000000000000004,1466335154515.0059,1000,11.358000000000001,0.20561883790740443,0,0,25233,5157.8119999999999
periodic,5,0.00080000000000000004,1471070636259.8555,1000,10.242000000000001,0.18523614042119288,0,0,24996,5068.3500000000004
periodic,5,0.00080000000000000004,1475821411089.1589,1000,12.231999999999999,0.22101326497521548,0,0,25703,5277.4179999999997
periodic,5,0.00080000000000000004,1480587528391.4358,1000,13.19,0.23809242559840013,0,0,30066,5166.8159999999998
periodic,5,0.00080000000000000004,1485369037714.7102,1000,10.515000000000001,0.18962254753850039,0,0,27001,5046.3310000000001
periodic,5,0.00080000000000000004,1490165988767.0017,1000,9.9039999999999999,0.17843138542800652,0,0,24730,5041.6880000000001
periodic,5,0.00080000000000000004,1494978431416.8848,1000,7.5289999999999999,0.13551202309210286,0,0,26393,4930.0770000000002
