F,x_cubic_w4,se_cubic_w4,eps_cubic_w4,njumps_cubic_w4,xth_cubic_w4,x_cubic_w8,se_cubic_w8,eps_cubic_w8,njumps_cubic_w8,xth_cubic_w8,x_hex_w2,se_hex_w2,eps_hex_w2,njumps_hex_w2,xth_hex_w2,x_hex_w6,se_hex_w6,eps_hex_w6,njumps_hex_w6,xth_hex_w6
8.791201714e-05,328.3874,27.17481698,0.0002344320457,21320688.31,1587.978274,63.1013,12.70714543,0.0009377281828,4784179.373,601.7312442,645.4301,38.99697588,7.6923015e-05,58708382.15,2598.234201,43.5369,10.03650226,0.000999999195,3957048.855,431.4375574
0.0001894006994,692.3979,27.53363574,0.0005050685317,21215722.25,1999.146202,142.1552,12.80586696,0.002020274127,4759006.1,757.5347544,1356.397,39.67922653,0.000165725612,56683151.24,3270.983061,87.1221,10.0359205,0.002154432956,3948125.389,543.1477046
0.0004080514371,1383.0525,28.61284664,0.001088137166,19876276,2516.775956,321.6549,12.9464552,0.004352548662,4724631.174,953.6797526,2546.421,41.93805785,0.0003570450081,50347777.22,4117.923697,193.6328,10.11228426,0.004641585105,3887594.908,683.7824477
0.0008791201714,2400.835,31.12061148,0.002344320457,16315103.04,3168.433207,649.0457,13.56111652,0.009377281828,4435298.495,1200.611675,4194.2679,47.79498056,0.0007692301562,38546978.52,5184.158786,406.2499,10.34746151,0.00999999203,3700251.344,860.8310995
0.001894006994,3589.0357,36.89303122,0.005050685317,11363338.37,3988.821079,1155.0979,14.92882414,0.02020274127,3669594.766,1511.480548,5959.3872,58.05627169,0.001657256182,25302678.34,6526.469234,765.1802,11.28590727,0.02154433036,3220350.992,1083.722146
0.004080514371,4882.1448,45.20599354,0.01088137166,7172953.998,5021.62822,1750.0596,17.89035243,0.04352548662,2590618.496,1902.841271,7806.2359,72.84216456,0.003570450694,15318819.59,8216.337969,1226.7163,13.26151909,0.04641585902,2409058.617,1364.325349
0.008791201714,6302.4431,57.00546077,0.02344320457,4302090.103,6321.855375,2421.1189,22.57300597,0.09377281828,1664174.641,2395.535231,10081.9892,92.57785332,0.007692307692,9208202.557,10343.75666,1799.1594,17.15546302,0.1,1641613.877,1717.583852
